departamento,provincia,distrito,CCODI_UBIGEO,CONTABILIZA,CONT_NORMAL,IMPUGNADA,ERROR_MAT,MESAS_INSTALADAS,ACTAS_PROCESADAS,SOL_NULIDAD,ILEGIBLE,PENDIENTE,OTRAS_OBS,SIN_DATOS,CONT_ANULADA,POR_PROCESAR,EXTRAVIADA,SINIESTRADA,INCOMPLETA,SIN_FIRMA,A_INSTALAR,MESAS_NO_INST,FUSIONADAS,NTOTAL_AUTO,MESAS_HABILES,TOT_CIUDADANOS_VOTARON,ELECTORES_HABIL,ELECTORES_HABIL_50,TOTAL_JEE,updated,avance
AMAZONAS,CHACHAPOYAS,LEVANTO,010111,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,685,891,446,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,MAGDALENA,010112,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,544,720,360,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,010113,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,533,814,407,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,010114,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1399,1889,945,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,010115,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,422,591,296,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,OLLEROS,010116,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,250,378,189,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,QUINJALCA,010117,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,463,780,390,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,010118,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,213,299,150,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,010119,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,397,524,262,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,SOLOCO,010120,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,825,1260,630,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CHACHAPOYAS,SONCHE,010121,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,199,304,152,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BAGUA,LA PECA,010201,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,4775,7442,3721,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BAGUA,ARAMANGO,010202,30,30,0,0,31,31,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,31,5330,8226,4113,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BAGUA,COPALLIN,010203,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2964,4212,2106,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BAGUA,EL PARCO,010204,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,977,1303,652,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BAGUA,BAGUA,010205,63,63,1,0,64,64,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,64,13662,18422,9211,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BAGUA,IMAZA,010206,73,73,0,0,74,74,0,0,5,0,0,0,5,0,0,1,0,79,0,0,0,79,9968,20340,10170,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,JUMBILLA,010301,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,598,863,432,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,COROSHA,010302,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,500,675,338,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,CUISPES,010303,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,436,622,311,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,CHISQUILLA,010304,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,306,407,204,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,CHURUJA,010305,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,250,355,178,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,FLORIDA,010306,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3246,4510,2255,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,RECTA,010307,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,191,288,144,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,SAN CARLOS,010308,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,329,442,221,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,SHIPASBAMBA,010309,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,935,1378,689,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,VALERA,010310,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,621,872,436,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,YAMBRASBAMBA,010311,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3061,4518,2259,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,BONGARA,JAZAN,010312,21,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,4103,5987,2994,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,LAMUD,010401,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1150,1682,841,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,CAMPORREDONDO,010402,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3095,4413,2207,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,COCABAMBA,010403,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,674,1446,723,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,COLCAMAR,010404,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1157,1701,851,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,CONILA,010405,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,988,1497,749,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,INGUILPATA,010406,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,338,491,246,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,LONGUITA,010407,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,546,759,380,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,LONYA CHICO,010408,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,454,790,395,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,LUYA,010409,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2154,2953,1477,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,LUYA VIEJO,010410,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,251,328,164,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,MARIA,010411,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,486,735,368,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,OCALLI,010412,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1555,2428,1214,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,OCUMAL,010413,9,9,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1451,2425,1213,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,PISUQUIA,010414,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,1626,3799,1900,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,SAN CRISTOBAL,010415,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,365,530,265,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,010416,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,388,596,298,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,SAN JERONIMO,010417,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,397,714,357,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,010418,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,292,473,237,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,SANTA CATALINA,010419,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,689,1301,651,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,SANTO TOMAS,010420,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1490,2588,1294,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,TINGO,010421,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,802,1106,553,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,TRITA,010422,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,711,959,480,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,LUYA,PROVIDENCIA,010423,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,596,1079,540,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,010501,12,12,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2378,3502,1751,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,010502,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,464,603,302,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,010503,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,983,1764,882,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,010504,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1614,2304,1152,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,010505,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,836,1355,678,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,010506,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1002,1365,683,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,010507,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,344,572,286,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,010508,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1116,1532,766,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,010509,22,22,0,1,23,23,0,0,3,0,0,0,3,0,0,0,0,26,0,0,0,26,3387,5918,2959,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,010510,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,350,491,246,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,010511,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,250,407,204,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,010512,5,5,0,0,5,5,0,0,2,0,0,0,2,0,0,0,0,7,0,0,0,7,531,1237,619,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CONDORCANQUI,NIEVA,010601,46,46,1,0,48,48,0,0,20,0,0,0,20,0,0,0,1,68,0,0,0,68,5383,12960,6480,2,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,010602,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,0,36,0,0,0,36,0,0,0,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,CONDORCANQUI,EL CENEPA,010603,2,2,0,0,2,2,0,0,32,0,0,0,32,0,0,0,0,34,0,0,0,34,381,565,283,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,010701,134,134,0,1,135,135,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,135,27242,39392,19696,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,CAJARURO,010702,72,72,0,1,73,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,73,13883,20283,10142,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,CUMBA,010703,24,24,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,4265,6268,3134,1,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,EL MILAGRO,010704,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,2951,4212,2106,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,JAMALCA,010705,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,3672,5373,2687,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,LONYA GRANDE,010706,24,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,4976,7167,3584,0,2021-06-07T20:21:00Z,93.4734
AMAZONAS,UTCUBAMBA,YAMON,010707,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1611,2636,1318,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,HUARAZ,020101,174,174,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,174,39381,50781,25391,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,INDEPENDENCIA,020102,179,179,0,1,180,180,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,180,41626,53111,26556,1,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,COCHABAMBA,020103,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,794,1555,778,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,COLCABAMBA,020104,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,175,282,141,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,HUANCHAY,020105,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1048,1671,836,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,JANGAS,020106,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3454,4176,2088,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,LA LIBERTAD,020107,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,783,1170,585,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,OLLEROS,020108,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1988,2601,1301,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,PAMPAS,020109,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,650,1066,533,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,PARIACOTO,020110,14,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,2822,3996,1998,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,PIRA,020111,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2355,3571,1786,0,2021-06-07T20:21:00Z,93.4734
ANCASH,HUARAZ,TARICA,020112,19,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,4087,5080,2540,0,2021-06-07T20:21:00Z,93.4734
ANCASH,AIJA,AIJA,020201,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1091,1587,794,0,2021-06-07T20:21:00Z,93.4734
ANCASH,AIJA,CORIS,020203,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,860,1421,711,0,2021-06-07T20:21:00Z,93.4734
ANCASH,AIJA,HUACLLAN,020205,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,263,389,195,0,2021-06-07T20:21:00Z,93.4734
ANCASH,AIJA,LA MERCED,020206,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1287,1735,868,0,2021-06-07T20:21:00Z,93.4734
ANCASH,AIJA,SUCCHA,020208,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,444,685,343,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,CHIQUIAN,020301,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,1924,3095,1548,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,020302,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,123,229,115,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,AQUIA,020304,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1105,1723,862,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,CAJACAY,020305,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1058,1427,714,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,HUAYLLACAYAN,020310,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,692,1003,502,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,HUASTA,020311,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,827,1343,672,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,MANGAS,020313,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,246,427,214,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,PACLLON,020315,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,588,897,449,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,020317,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,138,226,113,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,TICLLOS,020320,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,285,473,237,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,ANTONIO RAYMONDI,020321,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,709,1079,540,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,CANIS,020322,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,136,297,149,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,COLQUIOC,020323,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1243,1638,819,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,LA PRIMAVERA,020324,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,157,292,146,0,2021-06-07T20:21:00Z,93.4734
ANCASH,BOLOGNESI,HUALLANCA,020325,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3187,4630,2315,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,CARHUAZ,020401,40,40,0,1,41,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,41,9110,11667,5834,1,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,ACOPAMPA,020402,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1593,2011,1006,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,AMASHCA,020403,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1267,1573,787,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,ANTA,020404,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1630,2095,1048,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,ATAQUERO,020405,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1086,1531,766,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,MARCARA,020406,28,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,6406,7919,3960,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,PARIAHUANCA,020407,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,993,1250,625,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,020408,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1698,2100,1050,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,SHILLA,020409,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,2348,3166,1583,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,TINCO,020410,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1944,2502,1251,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CARHUAZ,YUNGAR,020411,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1990,2569,1285,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CASMA,CASMA,020501,87,87,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,87,19934,25659,12830,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CASMA,BUENA VISTA ALTA,020502,13,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,2778,3636,1818,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CASMA,COMANDANTE NOEL,020503,6,6,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1381,1703,852,1,2021-06-07T20:21:00Z,93.4734
ANCASH,CASMA,YAUTAN,020505,19,19,0,0,21,21,0,1,0,1,0,0,0,0,0,0,0,21,0,0,0,21,4253,5563,2782,2,2021-06-07T20:21:00Z,93.4734
ANCASH,CORONGO,CORONGO,020601,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,772,1167,584,0,2021-06-07T20:21:00Z,93.4734
ANCASH,CORONGO,ACO,020602,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,213,341,171,0,2021-06-07T20:21:00Z,93.4734
