departamento,provincia,distrito,C_CODI_AGRUPOL,AGRUPACION,TOTAL_VOTOS,POR_VALIDOS,POR_EMITIDOS,NOMBREe_CANDIDATO,updated,avance
LIMA,HUAURA,HUALMAY,00000007,FUERZA POPULAR,8537,55.134,51.58,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,HUAURA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,11262,55.306,51.701,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,HUAURA,00000007,FUERZA POPULAR,9101,44.694,41.78,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,LEONCIO PRADO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,288,23.529,22.984999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,LEONCIO PRADO,00000007,FUERZA POPULAR,936,76.471,74.70100000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,PACCHO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,308,40.741,38.986999999999995,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,PACCHO,00000007,FUERZA POPULAR,448,59.259,56.709,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,SANTA LEONOR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,152,31.404999999999998,28.044,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,SANTA LEONOR,00000007,FUERZA POPULAR,332,68.595,61.255,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,SANTA MARIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,9130,45.098000000000006,42.294000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,SANTA MARIA,00000007,FUERZA POPULAR,11115,54.902,51.489,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,SAYAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7374,59.172000000000004,55.826,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,SAYAN,00000007,FUERZA POPULAR,5088,40.828,38.519,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,VEGUETA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,7477,54.260000000000005,50.88099999999999,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAURA,VEGUETA,00000007,FUERZA POPULAR,6303,45.74,42.892,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,MATUCANA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1796,53.644,50.634,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,MATUCANA,00000007,FUERZA POPULAR,1552,46.355999999999995,43.755,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,ANTIOQUIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,459,42.421,41.203,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,ANTIOQUIA,00000007,FUERZA POPULAR,623,57.579,55.925000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CALLAHUANCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,278,45.425000000000004,43.918,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CALLAHUANCA,00000007,FUERZA POPULAR,334,54.575,52.76500000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CARAMPOMA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,178,64.727,62.23800000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CARAMPOMA,00000007,FUERZA POPULAR,97,35.273,33.916,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,446,62.64,59.546,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,00000007,FUERZA POPULAR,266,37.36,35.513999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CUENCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,200,60.06,58.997,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CUENCA,00000007,FUERZA POPULAR,133,39.94,39.233000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CHICLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,773,69.765,66.98400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,CHICLA,00000007,FUERZA POPULAR,335,30.235,29.029,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,HUANZA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,243,64.973,62.791000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,HUANZA,00000007,FUERZA POPULAR,131,35.027,33.849999999999994,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,HUAROCHIRI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,441,55.194,52.189,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,HUAROCHIRI,00000007,FUERZA POPULAR,358,44.806,42.367,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,LAHUAYTAMBO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,222,59.043,55.362,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,LAHUAYTAMBO,00000007,FUERZA POPULAR,154,40.956999999999994,38.403999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,LANGA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,294,50.865,49.082,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,LANGA,00000007,FUERZA POPULAR,284,49.135000000000005,47.412,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,MARIATANA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,456,55.407,52.535000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,MARIATANA,00000007,FUERZA POPULAR,367,44.593,42.281,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,RICARDO PALMA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,2264,48.876999999999995,46.393,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,RICARDO PALMA,00000007,FUERZA POPULAR,2368,51.123000000000005,48.525000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,568,59.044,57.085,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,00000007,FUERZA POPULAR,394,40.955999999999996,39.598000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN ANTONIO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,13449,56.204,52.49,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN ANTONIO,00000007,FUERZA POPULAR,10480,43.79600000000001,40.902,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN BARTOLOME,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,517,56.257,54.193000000000005,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN BARTOLOME,00000007,FUERZA POPULAR,402,43.743,42.138000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN DAMIAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,251,27.889,26.759,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN DAMIAN,00000007,FUERZA POPULAR,649,72.111,69.19,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANGALLAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,155,44.928000000000004,42.120000000000005,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANGALLAYA,00000007,FUERZA POPULAR,190,55.072,51.63,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,103,48.585,45.575,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,00000007,FUERZA POPULAR,109,51.415,48.230000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,468,64.73,61.905,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,00000007,FUERZA POPULAR,255,35.27,33.730000000000004,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN MATEO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1452,52.024,49.472,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN MATEO,00000007,FUERZA POPULAR,1339,47.976,45.62200000000001,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,476,34.846,33.427,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN MATEO DE OTAO,00000007,FUERZA POPULAR,890,65.154,62.5,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,83,64.34100000000001,61.029,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,00000007,FUERZA POPULAR,46,35.659,33.824,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,723,48.168000000000006,45.731,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,00000007,FUERZA POPULAR,778,51.832,49.209,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTA EULALIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4036,50.019,47.51,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTA EULALIA,00000007,FUERZA POPULAR,4033,49.980999999999995,47.475,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,121,44.161,43.525000000000006,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,00000007,FUERZA POPULAR,153,55.839,55.036,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,122,32.446999999999996,31.606,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTIAGO DE TUNA,00000007,FUERZA POPULAR,254,67.553,65.803,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1570,50.144,48.189,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,00000007,FUERZA POPULAR,1561,49.855999999999995,47.913,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SURCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,723,59.555,56.221000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SURCO,00000007,FUERZA POPULAR,491,40.445,38.18,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,HUACHUPAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,189,53.693000000000005,52.066,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,HUACHUPAMPA,00000007,FUERZA POPULAR,163,46.306999999999995,44.903999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,LARAOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,108,52.683,50.704,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,LARAOS,00000007,FUERZA POPULAR,97,47.31699999999999,45.54,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN JUAN DE IRIS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,127,55.458999999999996,53.361,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,HUAROCHIRI,SAN JUAN DE IRIS,00000007,FUERZA POPULAR,102,44.541,42.85699999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,YAUYOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,556,68.983,61.778000000000006,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,YAUYOS,00000007,FUERZA POPULAR,250,31.017000000000003,27.778,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,ALIS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,150,76.531,74.257,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,ALIS,00000007,FUERZA POPULAR,46,23.468999999999998,22.772,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,AYAUCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,507,65.67399999999999,63.614,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,AYAUCA,00000007,FUERZA POPULAR,265,34.326,33.25,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,AYAVIRI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,112,36.482,34.891,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,AYAVIRI,00000007,FUERZA POPULAR,195,63.518,60.748000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,AZANGARO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,171,58.163000000000004,55.519,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,AZANGARO,00000007,FUERZA POPULAR,123,41.836999999999996,39.935,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,CACRA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,192,69.31400000000001,64.21400000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,CACRA,00000007,FUERZA POPULAR,85,30.686,28.427999999999997,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,CARANIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,63,52.066,50.806,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,CARANIA,00000007,FUERZA POPULAR,58,47.934,46.774,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,COCHAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,39,42.391,41.489,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,COCHAS,00000007,FUERZA POPULAR,53,57.609,56.382999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,COLONIA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,507,64.91700000000002,60.791000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,COLONIA,00000007,FUERZA POPULAR,274,35.083,32.85399999999999,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,CHOCOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,536,70.619,69.161,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,CHOCOS,00000007,FUERZA POPULAR,223,29.381,28.774,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUAMPARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,62,46.617,45.926,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUAMPARA,00000007,FUERZA POPULAR,71,53.382999999999996,52.593,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUANCAYA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,123,50.204,49.2,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUANCAYA,00000007,FUERZA POPULAR,122,49.79600000000001,48.8,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUANGASCAR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,243,64.973,61.99,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUANGASCAR,00000007,FUERZA POPULAR,131,35.027,33.418,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUANTAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,229,55.85399999999999,52.76500000000001,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUANTAN,00000007,FUERZA POPULAR,181,44.146,41.705000000000005,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUAÑEC,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,110,43.306999999999995,41.985,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,HUAÑEC,00000007,FUERZA POPULAR,144,56.693000000000005,54.962,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,LARAOS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,164,63.077,60.516999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,LARAOS,00000007,FUERZA POPULAR,96,36.923,35.424,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,LINCHA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,346,62.230000000000004,58.943999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,LINCHA,00000007,FUERZA POPULAR,210,37.77,35.775000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,MIRAFLORES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,66,55.932,51.969,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,MIRAFLORES,00000007,FUERZA POPULAR,52,44.068000000000005,40.945,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,OMAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,233,50.433,49.574,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,OMAS,00000007,FUERZA POPULAR,229,49.567,48.723000000000006,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,QUINCHES,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,148,38.342,35.922000000000004,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,QUINCHES,00000007,FUERZA POPULAR,238,61.658,57.767,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,QUINOCAY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,160,46.243,43.597,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,QUINOCAY,00000007,FUERZA POPULAR,186,53.757,50.681,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,SAN JOAQUIN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,38,33.043,32.479,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,SAN JOAQUIN,00000007,FUERZA POPULAR,77,66.95700000000001,65.812,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,SAN PEDRO DE PILAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,90,43.062000000000005,41.284,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,SAN PEDRO DE PILAS,00000007,FUERZA POPULAR,119,56.938,54.586999999999996,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TANTA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,123,38.679,37.615,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TANTA,00000007,FUERZA POPULAR,195,61.321,59.633,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TAURIPAMPA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,314,72.854,71.854,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TAURIPAMPA,00000007,FUERZA POPULAR,117,27.146,26.773,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TUPE,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,262,74.432,70.811,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TUPE,00000007,FUERZA POPULAR,90,25.567999999999998,24.324,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TOMAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,240,64.865,60.452999999999996,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,TOMAS,00000007,FUERZA POPULAR,130,35.135000000000005,32.746,KEIKO SOFIA FUJIMORI HIGUCHI,2021-06-08T00:54:00Z,94.10199999999999
LIMA,YAUYOS,VIÑAC,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,686,61.58,57.744,JOSE PEDRO CASTILLO TERRONES,2021-06-08T00:54:00Z,94.10199999999999
